Issue-ID,Beschreibung,Status,Schweregrad,Story Points,Projektpfad,Art des Speicherorts,Pfad,Linie,Spalte,Incident-ID,Hilfelink,Assemblyname,Assemblyversion,Öffentlicher Schlüssel für Assembly.,Ausschnitt
NuGet.0002,Ein NuGet-Paketupgrade wird empfohlen,Active,Potential,1,WpfApp\WpfApp.csproj,File,WpfApp\WpfApp.csproj,,,Microsoft.Extensions.Configuration.Json 9.0.10,,,,,"Microsoft.Extensions.Configuration.Json, 9.0.10  Empfehlung:  Remove Microsoft.Extensions.Configuration.Json, and replace with new package Microsoft.Extensions.Configuration.Json 10.0.8"
NuGet.0002,Ein NuGet-Paketupgrade wird empfohlen,Active,Potential,1,WpfApp\WpfApp.csproj,File,WpfApp\WpfApp.csproj,,,Microsoft.Extensions.Hosting 9.0.10,,,,,"Microsoft.Extensions.Hosting, 9.0.10  Empfehlung:  Remove Microsoft.Extensions.Hosting, and replace with new package Microsoft.Extensions.Hosting 10.0.8"
NuGet.0002,Ein NuGet-Paketupgrade wird empfohlen,Active,Potential,1,WpfApp\WpfApp.csproj,File,WpfApp\WpfApp.csproj,,,Microsoft.Extensions.Hosting.Abstractions 9.0.10,,,,,"Microsoft.Extensions.Hosting.Abstractions, 9.0.10  Empfehlung:  Remove Microsoft.Extensions.Hosting.Abstractions, and replace with new package Microsoft.Extensions.Hosting.Abstractions 10.0.8"
NuGet.0002,Ein NuGet-Paketupgrade wird empfohlen,Active,Potential,1,WpfApp\WpfApp.csproj,File,WpfApp\WpfApp.csproj,,,Microsoft.Extensions.Logging.Abstractions 9.0.10,,,,,"Microsoft.Extensions.Logging.Abstractions, 9.0.10  Empfehlung:  Remove Microsoft.Extensions.Logging.Abstractions, and replace with new package Microsoft.Extensions.Logging.Abstractions 10.0.8"
NuGet.0002,Ein NuGet-Paketupgrade wird empfohlen,Active,Potential,1,WpfApp\WpfApp.csproj,File,WpfApp\WpfApp.csproj,,,Microsoft.Extensions.Logging.Console 9.0.10,,,,,"Microsoft.Extensions.Logging.Console, 9.0.10  Empfehlung:  Remove Microsoft.Extensions.Logging.Console, and replace with new package Microsoft.Extensions.Logging.Console 10.0.8"
NuGet.0002,Ein NuGet-Paketupgrade wird empfohlen,Active,Potential,1,WpfApp\WpfApp.csproj,File,WpfApp\WpfApp.csproj,,,Microsoft.Extensions.Logging.Debug 9.0.10,,,,,"Microsoft.Extensions.Logging.Debug, 9.0.10  Empfehlung:  Remove Microsoft.Extensions.Logging.Debug, and replace with new package Microsoft.Extensions.Logging.Debug 10.0.8"
NuGet.0002,Ein NuGet-Paketupgrade wird empfohlen,Active,Potential,1,WpfApp\WpfApp.csproj,File,WpfApp\WpfApp.csproj,,,Microsoft.Extensions.Caching.Memory 9.0.10,,,,,"Microsoft.Extensions.Caching.Memory, 9.0.10  Empfehlung:  Remove Microsoft.Extensions.Caching.Memory, and replace with new package Microsoft.Extensions.Caching.Memory 10.0.8"
NuGet.0001,Das NuGet-Paket ist nicht kompatibel,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\WpfApp.csproj,,,Microsoft.Xaml.Behaviors.Wpf 1.1.135,,,,,"Microsoft.Xaml.Behaviors.Wpf, 1.1.135  Empfehlung:  Microsoft.Xaml.Behaviors.Wpf, 1.1.39"
Project.0002,Die Zielframeworks des Projekts müssen geändert werden,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\WpfApp.csproj,,,,,,,,Aktuelles Zielframework: net8.0-windows Empfohlenes Zielframework: net10.0-windows
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\obj\Debug\net8.0-windows\GeneratedInternalTypeHelper.g.i.cs,19,76,M:System.Windows.Markup.InternalTypeHelper.#ctor,,,,,InternalTypeHelper
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\obj\Debug\net8.0-windows\GeneratedInternalTypeHelper.g.i.cs,19,76,T:System.Windows.Markup.InternalTypeHelper,,,,,InternalTypeHelper
Api.0003,Verhaltensänderung bei ausgewählter .NET-Version,Active,Potential,1,WpfApp\WpfApp.csproj,File,WpfApp\Model\Data\XmlManager.cs,48,12,T:System.Xml.Serialization.XmlSerializer,,,,,var serializer = new XmlSerializer(typeof(List<Person>));
Api.0003,Verhaltensänderung bei ausgewählter .NET-Version,Active,Potential,1,WpfApp\WpfApp.csproj,File,WpfApp\Model\Data\XmlManager.cs,15,12,T:System.Xml.Serialization.XmlSerializer,,,,,var serializer = new XmlSerializer(typeof(List<Person>));
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\Converter\InverseBooleanConverter.cs,5,43,T:System.Windows.Data.IValueConverter,,,,,IValueConverter
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\Converter\EnumToBooleanConverter.cs,34,12,T:System.Windows.Data.Binding,,,,,return Binding.DoNothing;
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\Converter\EnumToBooleanConverter.cs,34,12,F:System.Windows.Data.Binding.DoNothing,,,,,return Binding.DoNothing;
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\Converter\EnumToBooleanConverter.cs,21,16,T:System.Windows.Data.Binding,,,,,return Binding.DoNothing;
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\Converter\EnumToBooleanConverter.cs,21,16,F:System.Windows.Data.Binding.DoNothing,,,,,return Binding.DoNothing;
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\Converter\EnumToBooleanConverter.cs,5,42,T:System.Windows.Data.IValueConverter,,,,,IValueConverter
Api.0003,Verhaltensänderung bei ausgewählter .NET-Version,Active,Potential,1,WpfApp\WpfApp.csproj,File,WpfApp\Services\ElasticsearchService.cs,19,12,T:System.Uri,,,,,"var settings = new ElasticsearchClientSettings(new Uri(""http://localhost:9200""))                  .Authentication(new BasicAuthentication(""elastic"", ""deinPasswort""))                  .ServerCertificateValidationCallback((o, cert, chain, errors) => true)                  .DefaultIndex(IndexName)                  .EnableHttpCompression();"
Api.0003,Verhaltensänderung bei ausgewählter .NET-Version,Active,Potential,1,WpfApp\WpfApp.csproj,File,WpfApp\Services\ElasticsearchService.cs,19,12,M:System.Uri.#ctor(System.String),,,,,"var settings = new ElasticsearchClientSettings(new Uri(""http://localhost:9200""))                  .Authentication(new BasicAuthentication(""elastic"", ""deinPasswort""))                  .ServerCertificateValidationCallback((o, cert, chain, errors) => true)                  .DefaultIndex(IndexName)                  .EnableHttpCompression();"
Api.0003,Verhaltensänderung bei ausgewählter .NET-Version,Active,Potential,1,WpfApp\WpfApp.csproj,File,WpfApp\Services\ElasticsearchService.cs,19,12,T:System.Uri,,,,,"var settings = new ElasticsearchClientSettings(new Uri(""http://localhost:9200""))                  .Authentication(new BasicAuthentication(""elastic"", ""deinPasswort""))                  .ServerCertificateValidationCallback((o, cert, chain, errors) => true)                  .DefaultIndex(IndexName)                  .EnableHttpCompression();"
Api.0003,Verhaltensänderung bei ausgewählter .NET-Version,Active,Potential,1,WpfApp\WpfApp.csproj,File,WpfApp\Services\ElasticsearchService.cs,19,12,M:System.Uri.#ctor(System.String),,,,,"var settings = new ElasticsearchClientSettings(new Uri(""http://localhost:9200""))                  .Authentication(new BasicAuthentication(""elastic"", ""deinPasswort""))                  .ServerCertificateValidationCallback((o, cert, chain, errors) => true)                  .DefaultIndex(IndexName)                  .EnableHttpCompression();"
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\ViewModel\MainWindowView.cs,259,16,T:System.ComponentModel.ICollectionView,,,,,PersonenView.Refresh();
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\ViewModel\MainWindowView.cs,259,16,M:System.ComponentModel.ICollectionView.Refresh,,,,,PersonenView.Refresh();
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\ViewModel\MainWindowView.cs,204,16,T:System.ComponentModel.ICollectionView,,,,,PersonenView.Refresh();
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\ViewModel\MainWindowView.cs,204,16,M:System.ComponentModel.ICollectionView.Refresh,,,,,PersonenView.Refresh();
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\ViewModel\MainWindowView.cs,102,12,T:System.ComponentModel.ICollectionView,,,,,"PersonenView.Filter = obj =>                  AusgewaehlteDatenquelle switch                  {                      Datenquelle.MySQL => true,                      _ => FilterPersonen(obj)                  };"
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\ViewModel\MainWindowView.cs,102,12,P:System.ComponentModel.ICollectionView.Filter,,,,,"PersonenView.Filter = obj =>                  AusgewaehlteDatenquelle switch                  {                      Datenquelle.MySQL => true,                      _ => FilterPersonen(obj)                  };"
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\ViewModel\MainWindowView.cs,101,12,T:System.Windows.Data.CollectionViewSource,,,,,PersonenView = CollectionViewSource.GetDefaultView(Personen);
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\ViewModel\MainWindowView.cs,101,12,T:System.ComponentModel.ICollectionView,,,,,PersonenView = CollectionViewSource.GetDefaultView(Personen);
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\ViewModel\MainWindowView.cs,101,12,M:System.Windows.Data.CollectionViewSource.GetDefaultView(System.Object),,,,,PersonenView = CollectionViewSource.GetDefaultView(Personen);
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\ViewModel\MainWindowView.cs,101,12,T:System.ComponentModel.ICollectionView,,,,,PersonenView = CollectionViewSource.GetDefaultView(Personen);
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\ViewModel\MainWindowView.cs,84,12,T:System.Windows.Visibility,,,,,"set => SetProperty(ref _verbindungseinstellungenVisibility, value);"
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\ViewModel\MainWindowView.cs,84,35,T:System.Windows.Visibility,,,,,_verbindungseinstellungenVisibility
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\ViewModel\MainWindowView.cs,83,12,T:System.Windows.Visibility,,,,,get => _verbindungseinstellungenVisibility;
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\ViewModel\MainWindowView.cs,83,19,T:System.Windows.Visibility,,,,,_verbindungseinstellungenVisibility
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\ViewModel\MainWindowView.cs,81,8,T:System.Windows.Visibility,,,,,public Visibility VerbindungseinstellungenVisibility
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\ViewModel\MainWindowView.cs,80,27,T:System.Windows.Visibility,,,,,_verbindungseinstellungenVisibility = Visibility.Visible
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\ViewModel\MainWindowView.cs,75,20,T:System.ComponentModel.ICollectionView,,,,,PersonenView.Refresh();
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\ViewModel\MainWindowView.cs,75,20,M:System.ComponentModel.ICollectionView.Refresh,,,,,PersonenView.Refresh();
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\ViewModel\MainWindowView.cs,66,20,T:System.Windows.Visibility,,,,,VerbindungseinstellungenVisibility = value == Datenquelle.MySQL ? Visibility.Visible : Visibility.Collapsed;
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\ViewModel\MainWindowView.cs,66,20,T:System.Windows.Visibility,,,,,VerbindungseinstellungenVisibility = value == Datenquelle.MySQL ? Visibility.Visible : Visibility.Collapsed;
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\ViewModel\MainWindowView.cs,66,20,F:System.Windows.Visibility.Collapsed,,,,,VerbindungseinstellungenVisibility = value == Datenquelle.MySQL ? Visibility.Visible : Visibility.Collapsed;
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\ViewModel\MainWindowView.cs,66,20,T:System.Windows.Visibility,,,,,VerbindungseinstellungenVisibility = value == Datenquelle.MySQL ? Visibility.Visible : Visibility.Collapsed;
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\ViewModel\MainWindowView.cs,66,20,T:System.Windows.Visibility,,,,,VerbindungseinstellungenVisibility = value == Datenquelle.MySQL ? Visibility.Visible : Visibility.Collapsed;
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\ViewModel\MainWindowView.cs,66,20,F:System.Windows.Visibility.Visible,,,,,VerbindungseinstellungenVisibility = value == Datenquelle.MySQL ? Visibility.Visible : Visibility.Collapsed;
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\ViewModel\MainWindowView.cs,66,20,T:System.Windows.Visibility,,,,,VerbindungseinstellungenVisibility = value == Datenquelle.MySQL ? Visibility.Visible : Visibility.Collapsed;
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\ViewModel\MainWindowView.cs,54,46,T:System.ComponentModel.ICollectionView,,,,,get;
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\ViewModel\MainWindowView.cs,54,8,T:System.ComponentModel.ICollectionView,,,,,public ICollectionView PersonenView
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\ViewModel\MainWindowView.cs,102,12,T:System.ComponentModel.ICollectionView,,,,,"PersonenView.Filter = obj =>                  AusgewaehlteDatenquelle switch                  {                      Datenquelle.MySQL => true,                      _ => FilterPersonen(obj)                  };"
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\ViewModel\MainWindowView.cs,102,12,P:System.ComponentModel.ICollectionView.Filter,,,,,"PersonenView.Filter = obj =>                  AusgewaehlteDatenquelle switch                  {                      Datenquelle.MySQL => true,                      _ => FilterPersonen(obj)                  };"
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\ViewModel\MainWindowView.cs,101,12,T:System.Windows.Data.CollectionViewSource,,,,,PersonenView = CollectionViewSource.GetDefaultView(Personen);
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\ViewModel\MainWindowView.cs,101,12,T:System.ComponentModel.ICollectionView,,,,,PersonenView = CollectionViewSource.GetDefaultView(Personen);
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\ViewModel\MainWindowView.cs,101,12,M:System.Windows.Data.CollectionViewSource.GetDefaultView(System.Object),,,,,PersonenView = CollectionViewSource.GetDefaultView(Personen);
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\ViewModel\MainWindowView.cs,101,12,T:System.ComponentModel.ICollectionView,,,,,PersonenView = CollectionViewSource.GetDefaultView(Personen);
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\obj\Debug\net8.0-windows\App.g.i.cs,51,12,M:System.Windows.Application.Run,,,,,app.Run();
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\App.xaml.cs,67,8,T:System.Windows.ExitEventArgs,,,,,protected override async void OnExit(ExitEventArgs e)
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\App.xaml.cs,71,12,M:System.Windows.Application.OnExit(System.Windows.ExitEventArgs),,,,,base.OnExit(e);
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\App.xaml.cs,57,8,T:System.Windows.StartupEventArgs,,,,,protected override async void OnStartup(StartupEventArgs e)
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\App.xaml.cs,64,12,M:System.Windows.Application.OnStartup(System.Windows.StartupEventArgs),,,,,base.OnStartup(e);
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\App.xaml.cs,62,12,M:System.Windows.Window.Show,,,,,mainWindow.Show();
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\App.xaml.cs,17,8,M:System.Windows.Application.#ctor,,,,,"public App()          {              var config = new ConfigurationBuilder()                  .SetBasePath(@""C:\Users\mawei\Documents\repos\WpfApp\WpfApp"")                  .AddJsonFile(""appsettings.json"", optional: false, reloadOnChange: true)                  .Build();                Log.Logger = new LoggerConfiguration()                  .ReadFrom.Configuration(config) // 🔥 zentral über Konfiguration                  .CreateLogger();                LoggerFactory = Microsoft.Extensions.Logging.LoggerFactory.Create(builder =>              {                  builder.AddSerilog();              });                string? connStr = config.GetConnectionString(""DefaultConnection"");                if (string.IsNullOrEmpty(connStr))                  throw new InvalidOperationException(""ConnectionString cannot be null or empty."");                AppHost = Host.CreateDefaultBuilder()                  .ConfigureServices((context, services) =>                  {                      services.AddSingleton(config);                        services.AddDbContextFactory<AppDbContext>(options =>                      {                          options.UseMySql(connStr, ServerVersion.AutoDetect(connStr));                      });                        services.AddSingleton<DbManager>();                      services.AddSingleton<ElasticsearchService>();                      services.AddSingleton<MainViewModel>();                      services.AddSingleton<MainWindow>();                  })                  .UseSerilog() // ← Logging an Host übergeben                  .Build();          }"
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\App.xaml.cs,17,8,M:System.Windows.Application.#ctor,,,,,"public App()          {              var config = new ConfigurationBuilder()                  .SetBasePath(@""C:\Users\mawei\Documents\repos\WpfApp\WpfApp"")                  .AddJsonFile(""appsettings.json"", optional: false, reloadOnChange: true)                  .Build();                Log.Logger = new LoggerConfiguration()                  .ReadFrom.Configuration(config) // 🔥 zentral über Konfiguration                  .CreateLogger();                LoggerFactory = Microsoft.Extensions.Logging.LoggerFactory.Create(builder =>              {                  builder.AddSerilog();              });                string? connStr = config.GetConnectionString(""DefaultConnection"");                if (string.IsNullOrEmpty(connStr))                  throw new InvalidOperationException(""ConnectionString cannot be null or empty."");                AppHost = Host.CreateDefaultBuilder()                  .ConfigureServices((context, services) =>                  {                      services.AddSingleton(config);                        services.AddDbContextFactory<AppDbContext>(options =>                      {                          options.UseMySql(connStr, ServerVersion.AutoDetect(connStr));                      });                        services.AddSingleton<DbManager>();                      services.AddSingleton<ElasticsearchService>();                      services.AddSingleton<MainViewModel>();                      services.AddSingleton<MainWindow>();                  })                  .UseSerilog() // ← Logging an Host übergeben                  .Build();          }"
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\App.xaml.cs,12,31,T:System.Windows.Application,,,,,Application
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\obj\Debug\net8.0-windows\MainWindow.g.i.cs,139,12,T:System.Windows.Controls.ComboBox,,,,,this.cbAbteilung = ((System.Windows.Controls.ComboBox)(target));
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\obj\Debug\net8.0-windows\MainWindow.g.i.cs,136,12,T:System.Windows.Controls.ComboBox,,,,,this.cbGeschlecht = ((System.Windows.Controls.ComboBox)(target));
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\obj\Debug\net8.0-windows\MainWindow.g.i.cs,133,12,T:System.Windows.Controls.DatePicker,,,,,this.dpGeburtsdatum = ((System.Windows.Controls.DatePicker)(target));
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\obj\Debug\net8.0-windows\MainWindow.g.i.cs,130,12,T:System.Windows.Controls.TextBox,,,,,this.txtVorname = ((System.Windows.Controls.TextBox)(target));
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\obj\Debug\net8.0-windows\MainWindow.g.i.cs,127,12,T:System.Windows.Controls.TextBox,,,,,this.txtNachname = ((System.Windows.Controls.TextBox)(target));
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\obj\Debug\net8.0-windows\MainWindow.g.i.cs,124,12,T:System.Windows.Controls.StackPanel,,,,,this.spVerbindungseinstellungen = ((System.Windows.Controls.StackPanel)(target));
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\obj\Debug\net8.0-windows\MainWindow.g.i.cs,108,12,T:System.Windows.Application,,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
Api.0001,Binär inkompatibel mit ausgewählter .NET-Version,Active,Mandatory,1,WpfApp\WpfApp.csproj,File,WpfApp\obj\Debug\net8.0-windows\MainWindow.g.i.cs,108,12,"M:System.Windows.Application.LoadComponent(System.Object,System.Uri)",,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
